,DATE,CSUSHPISA,Year,Month,EmpRate,Per_capita_GDP,FEDFUNDS,mortgage,UNRATE,Cons_Material,CPI,No_households,subsidy,median_income,working_age_pop
236,1-Sep-2021,270.377,2021,9,69.93686274,65305.666666666664,0.08,1732,4.8,317.136,274.028,129224.0,45.299,76330.0,205452287.6
237,1-Oct-2021,273.725,2021,10,70.21560796,65651.0,0.08,1638,4.5,322.12,276.522,129224.0,45.299,76330.0,205370913.4
238,1-Nov-2021,277.21,2021,11,70.64636913,65529.333333333336,0.08,1594,4.2,328.94,278.711,129224.0,45.299,76330.0,205364326.7
239,1-Dec-2021,281.342,2021,12,70.80553239,65407.666666666664,0.08,1671,3.9,335.032,280.887,129224.0,45.299,76330.0,205320479.4
240,1-Jan-2022,285.924,2022,1,70.76000976,65286.0,0.08,1623,4.0,345.742,282.599,131202.0,48.021,74580.0,207106806.9
241,1-Feb-2022,291.153,2022,2,70.9005027,65233.0,0.08,1496,3.8,343.583,284.61,131202.0,48.021,74580.0,207104221.8
242,1-Mar-2022,296.445,2022,3,71.26686699,65180.0,0.2,1281,3.6,345.852,287.472,131202.0,48.021,74580.0,207013003.7
243,1-Apr-2022,300.573,2022,4,71.22282099,65127.0,0.33,1570,3.6,343.786,288.611,131202.0,48.021,74580.0,207064955.4
244,1-May-2022,303.762,2022,5,71.37077487,65238.666666666664,0.77,1417,3.6,353.015,291.268,131202.0,48.021,74580.0,207270515.8
245,1-Jun-2022,304.724,2022,6,71.22868437,65350.333333333336,1.21,1541,3.6,349.8,294.728,131202.0,48.021,74580.0,207394728.3
246,1-Jul-2022,303.879,2022,7,71.31618088,65462.0,1.68,1614,3.5,346.79,294.628,131202.0,48.021,74580.0,207407819.6
247,1-Aug-2022,301.473,2022,8,71.45255894,65569.0,2.33,1412,3.7,342.753,295.32,131202.0,48.021,74580.0,207370651.0
248,1-Sep-2022,299.353,2022,9,71.41887718,65676.0,2.56,1619,3.5,336.464,296.539,131202.0,48.021,74580.0,207453580.5
249,1-Oct-2022,298.873,2022,10,71.27377264,65783.0,3.08,1469,3.7,333.796,297.987,131202.0,48.021,74580.0,207431164.7
250,1-Nov-2022,298.269,2022,11,71.33417698,65783.0,3.78,1501,3.6,330.369,298.598,131202.0,48.021,74580.0,207521914.2
251,1-Dec-2022,297.413,2022,12,71.58707129,65783.0,4.1,1260,3.5,326.449,298.99,131202.0,48.021,74580.0,207524486.3
